"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(173, 144)","(188, 139)","(204, 144)","(209, 165)","(189, 170)","(175, 163)",2025:01:23_21:35,2025:01:23_21:36,32s,1.0,0.0,0.0,0.0
"(170, 142)","(173, 165)","(186, 172)","(211, 168)","(208, 143)","(193, 136)",,,,,,,
"(195, 92)","(204, 113)","(194, 123)","(175, 127)","(163, 114)","(174, 94)",,,,,,,
"(193, 88)","(170, 93)","(156, 111)","(175, 130)","(202, 118)","(207, 103)",,,,,,,
"(170, 142)","(173, 165)","(186, 172)","(212, 166)","(208, 143)","(193, 136)",,,,,,,
"(173, 140)","(173, 165)","(186, 172)","(211, 168)","(209, 143)","(193, 136)",,,,,,,
"(171, 141)","(173, 165)","(186, 172)","(211, 168)","(208, 143)","(193, 136)",,,,,,,
"(193, 88)","(172, 92)","(161, 108)","(175, 130)","(200, 123)","(207, 103)",,,,,,,
"(173, 145)","(188, 139)","(205, 144)","(209, 164)","(187, 169)","(175, 163)",,,,,,,
"(171, 141)","(173, 165)","(186, 172)","(211, 168)","(209, 143)","(194, 136)",,,,,,,
"(171, 141)","(173, 165)","(186, 172)","(211, 168)","(209, 143)","(194, 136)",,,,,,,
"(171, 141)","(173, 165)","(186, 172)","(211, 168)","(208, 143)","(193, 136)",,,,,,,
"(194, 92)","(204, 103)","(196, 124)","(172, 126)","(163, 114)","(171, 96)",,,,,,,
"(193, 91)","(204, 103)","(194, 123)","(175, 127)","(164, 109)","(174, 94)",,,,,,,
"(171, 141)","(173, 165)","(186, 172)","(212, 166)","(208, 143)","(193, 136)",,,,,,,
"(194, 91)","(205, 112)","(194, 123)","(176, 127)","(163, 114)","(173, 95)",,,,,,,
"(193, 88)","(173, 91)","(160, 112)","(175, 130)","(196, 125)","(206, 101)",,,,,,,
"(173, 145)","(188, 139)","(205, 144)","(209, 165)","(189, 170)","(175, 163)",,,,,,,
"(171, 141)","(173, 165)","(186, 172)","(212, 166)","(208, 143)","(193, 136)",,,,,,,
"(171, 141)","(173, 165)","(186, 172)","(212, 166)","(208, 143)","(193, 136)",,,,,,,
"(62, 42)","(75, 49)","(82, 66)","(64, 76)","(44, 68)","(44, 52)",,,,,,,
"(171, 141)","(173, 165)","(186, 172)","(212, 166)","(208, 143)","(193, 136)",,,,,,,
"(170, 142)","(173, 165)","(186, 172)","(212, 166)","(208, 143)","(193, 136)",,,,,,,
"(173, 144)","(190, 138)","(209, 148)","(209, 164)","(189, 170)","(175, 163)",,,,,,,
"(191, 90)","(204, 103)","(194, 123)","(175, 127)","(163, 111)","(174, 94)",,,,,,,
"(191, 90)","(204, 103)","(194, 123)","(176, 127)","(163, 111)","(172, 95)",,,,,,,
"(193, 91)","(204, 110)","(195, 122)","(175, 127)","(164, 109)","(173, 95)",,,,,,,
"(193, 91)","(204, 112)","(195, 122)","(175, 127)","(161, 112)","(173, 95)",,,,,,,
"(173, 144)","(188, 139)","(204, 144)","(209, 164)","(189, 170)","(175, 163)",,,,,,,
"(193, 88)","(171, 92)","(160, 114)","(174, 130)","(196, 125)","(207, 102)",,,,,,,
"(173, 144)","(194, 139)","(206, 145)","(209, 164)","(189, 170)","(175, 163)",,,,,,,
"(170, 142)","(173, 165)","(186, 172)","(211, 168)","(208, 143)","(193, 136)",,,,,,,
"(173, 144)","(188, 139)","(209, 148)","(209, 164)","(187, 169)","(175, 163)",,,,,,,
"(170, 142)","(173, 165)","(186, 172)","(211, 168)","(208, 143)","(193, 136)",,,,,,,
"(193, 88)","(173, 91)","(160, 114)","(174, 130)","(196, 125)","(207, 103)",,,,,,,
"(170, 142)","(173, 165)","(186, 172)","(212, 166)","(208, 143)","(193, 136)",,,,,,,
"(193, 88)","(174, 91)","(152, 112)","(175, 130)","(200, 123)","(207, 104)",,,,,,,
"(173, 144)","(192, 138)","(206, 145)","(208, 165)","(189, 170)","(175, 163)",,,,,,,
"(173, 144)","(188, 139)","(209, 148)","(208, 165)","(189, 170)","(175, 163)",,,,,,,
"(173, 144)","(193, 138)","(205, 144)","(208, 165)","(187, 169)","(175, 163)",,,,,,,
"(170, 142)","(173, 165)","(187, 172)","(212, 166)","(208, 143)","(193, 136)",,,,,,,
"(195, 92)","(204, 112)","(193, 123)","(176, 127)","(160, 114)","(172, 95)",,,,,,,
"(193, 88)","(171, 92)","(159, 110)","(175, 130)","(200, 123)","(207, 105)",,,,,,,
"(170, 142)","(171, 164)","(186, 172)","(212, 166)","(208, 143)","(193, 136)",,,,,,,
"(195, 92)","(204, 109)","(193, 123)","(176, 127)","(160, 114)","(172, 95)",,,,,,,
"(193, 88)","(171, 92)","(159, 110)","(175, 130)","(200, 123)","(206, 101)",,,,,,,
"(170, 142)","(173, 165)","(186, 172)","(211, 168)","(208, 143)","(193, 136)",,,,,,,
