"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(160, 129)","(184, 123)","(197, 132)","(197, 146)","(175, 152)","(161, 144)",2025:01:23_22:08,2025:01:23_22:08,17s,1.0,0.0,0.0,0.0
"(159, 124)","(160, 148)","(174, 155)","(199, 151)","(198, 127)","(182, 119)",,,,,,,
"(182, 75)","(192, 87)","(181, 106)","(162, 109)","(151, 97)","(159, 80)",,,,,,,
"(159, 75)","(147, 93)","(155, 107)","(190, 113)","(194, 83)","(181, 71)",,,,,,,
"(49, 22)","(32, 34)","(28, 54)","(52, 63)","(70, 46)","(68, 33)",,,,,,,
"(48, 16)","(76, 32)","(74, 56)","(51, 70)","(21, 58)","(24, 32)",,,,,,,
"(159, 124)","(160, 148)","(173, 155)","(199, 151)","(196, 126)","(179, 118)",,,,,,,
"(182, 71)","(159, 75)","(143, 96)","(163, 113)","(187, 107)","(195, 85)",,,,,,,
"(48, 26)","(66, 36)","(66, 50)","(51, 60)","(32, 51)","(36, 35)",,,,,,,
"(47, 23)","(32, 34)","(27, 52)","(52, 63)","(69, 53)","(69, 35)",,,,,,,
"(48, 16)","(76, 32)","(75, 56)","(50, 70)","(21, 57)","(23, 34)",,,,,,,
"(160, 129)","(186, 124)","(197, 132)","(197, 146)","(175, 152)","(160, 142)",,,,,,,
"(159, 124)","(160, 148)","(173, 155)","(199, 151)","(197, 126)","(182, 119)",,,,,,,
"(48, 26)","(66, 36)","(65, 52)","(51, 60)","(32, 51)","(35, 37)",,,,,,,
"(47, 23)","(32, 34)","(28, 54)","(52, 63)","(69, 53)","(69, 38)",,,,,,,
"(47, 16)","(76, 32)","(75, 56)","(50, 70)","(21, 57)","(24, 32)",,,,,,,
"(160, 129)","(176, 122)","(197, 132)","(197, 146)","(175, 152)","(161, 144)",,,,,,,
"(159, 124)","(160, 148)","(173, 155)","(200, 150)","(196, 126)","(180, 118)",,,,,,,
"(179, 73)","(191, 85)","(184, 104)","(163, 110)","(151, 96)","(161, 78)",,,,,,,
"(181, 71)","(159, 75)","(146, 93)","(162, 113)","(185, 108)","(195, 91)",,,,,,,
"(48, 26)","(66, 36)","(66, 51)","(53, 59)","(32, 51)","(35, 37)",,,,,,,
"(51, 22)","(32, 35)","(28, 53)","(53, 63)","(69, 52)","(70, 39)",,,,,,,
"(48, 16)","(76, 32)","(75, 56)","(50, 70)","(21, 58)","(24, 32)",,,,,,,
"(160, 129)","(176, 122)","(197, 132)","(197, 146)","(175, 152)","(161, 144)",,,,,,,
"(159, 124)","(160, 148)","(173, 155)","(200, 150)","(196, 126)","(182, 119)",,,,,,,
"(48, 26)","(66, 36)","(65, 52)","(53, 59)","(32, 51)","(36, 35)",,,,,,,
"(51, 22)","(31, 36)","(28, 53)","(52, 63)","(69, 52)","(70, 39)",,,,,,,
"(47, 16)","(76, 32)","(74, 57)","(50, 70)","(21, 58)","(24, 32)",,,,,,,
"(160, 129)","(182, 122)","(197, 132)","(197, 146)","(175, 152)","(161, 144)",,,,,,,
"(159, 124)","(160, 148)","(173, 155)","(200, 150)","(196, 126)","(182, 119)",,,,,,,
"(48, 26)","(66, 36)","(65, 51)","(53, 59)","(31, 49)","(36, 35)",,,,,,,
"(51, 22)","(32, 34)","(28, 52)","(52, 63)","(69, 52)","(70, 41)",,,,,,,
"(47, 16)","(76, 32)","(75, 55)","(50, 70)","(21, 58)","(24, 32)",,,,,,,
"(162, 127)","(176, 122)","(192, 127)","(196, 148)","(174, 152)","(160, 142)",,,,,,,
"(159, 124)","(160, 148)","(173, 155)","(199, 151)","(196, 126)","(179, 118)",,,,,,,
"(180, 74)","(192, 87)","(181, 106)","(164, 110)","(151, 96)","(161, 78)",,,,,,,
"(181, 71)","(159, 75)","(144, 96)","(163, 113)","(185, 108)","(195, 85)",,,,,,,
"(48, 26)","(66, 39)","(66, 50)","(51, 59)","(32, 51)","(35, 36)",,,,,,,
"(48, 22)","(31, 35)","(28, 53)","(53, 63)","(70, 51)","(69, 34)",,,,,,,
"(47, 16)","(76, 31)","(75, 56)","(51, 70)","(21, 59)","(24, 31)",,,,,,,
"(162, 127)","(176, 122)","(192, 127)","(196, 148)","(175, 152)","(160, 142)",,,,,,,
"(159, 124)","(160, 148)","(173, 155)","(199, 151)","(198, 127)","(179, 118)",,,,,,,
"(181, 71)","(159, 75)","(144, 96)","(163, 113)","(188, 107)","(195, 85)",,,,,,,
"(48, 26)","(66, 39)","(67, 50)","(52, 59)","(32, 51)","(35, 36)",,,,,,,
"(49, 22)","(30, 37)","(28, 54)","(52, 63)","(69, 53)","(68, 34)",,,,,,,
"(47, 16)","(76, 32)","(75, 56)","(50, 70)","(21, 58)","(25, 31)",,,,,,,
"(160, 129)","(184, 123)","(197, 133)","(197, 146)","(175, 152)","(160, 142)",,,,,,,
"(159, 124)","(160, 148)","(173, 155)","(200, 150)","(196, 126)","(182, 119)",,,,,,,
"(180, 74)","(192, 87)","(189, 98)","(164, 110)","(151, 96)","(162, 78)",,,,,,,
"(185, 73)","(160, 74)","(144, 97)","(163, 113)","(185, 108)","(195, 90)",,,,,,,
"(47, 23)","(31, 35)","(28, 53)","(52, 63)","(70, 51)","(68, 33)",,,,,,,
"(48, 16)","(76, 32)","(74, 57)","(50, 70)","(21, 57)","(24, 32)",,,,,,,
"(160, 129)","(184, 123)","(195, 130)","(197, 146)","(175, 152)","(160, 142)",,,,,,,
"(159, 124)","(160, 148)","(173, 155)","(200, 150)","(196, 126)","(182, 119)",,,,,,,
"(180, 74)","(192, 87)","(189, 98)","(164, 110)","(151, 97)","(161, 78)",,,,,,,
"(181, 71)","(159, 75)","(145, 95)","(163, 113)","(186, 107)","(195, 84)",,,,,,,
"(47, 23)","(31, 35)","(28, 53)","(53, 63)","(70, 51)","(69, 34)",,,,,,,
"(48, 16)","(76, 32)","(76, 54)","(50, 70)","(21, 57)","(24, 31)",,,,,,,
"(160, 129)","(184, 123)","(196, 131)","(197, 146)","(175, 152)","(160, 142)",,,,,,,
"(159, 124)","(162, 149)","(173, 155)","(199, 151)","(197, 126)","(182, 119)",,,,,,,
"(182, 71)","(159, 75)","(138, 95)","(162, 113)","(185, 108)","(195, 85)",,,,,,,
"(49, 25)","(64, 33)","(66, 51)","(52, 59)","(32, 51)","(36, 35)",,,,,,,
"(46, 17)","(76, 31)","(75, 56)","(51, 70)","(21, 58)","(24, 31)",,,,,,,
"(161, 128)","(177, 122)","(197, 132)","(196, 148)","(175, 152)","(160, 142)",,,,,,,
"(159, 124)","(162, 149)","(173, 155)","(199, 151)","(196, 126)","(182, 119)",,,,,,,
"(48, 26)","(63, 32)","(65, 51)","(51, 59)","(32, 51)","(36, 35)",,,,,,,
"(49, 22)","(31, 36)","(27, 52)","(51, 63)","(70, 47)","(68, 34)",,,,,,,
"(160, 129)","(177, 122)","(196, 131)","(197, 146)","(174, 152)","(160, 142)",,,,,,,
"(159, 124)","(160, 148)","(175, 156)","(199, 151)","(196, 126)","(182, 119)",,,,,,,
"(182, 71)","(159, 75)","(144, 95)","(163, 113)","(185, 108)","(195, 90)",,,,,,,
"(47, 23)","(31, 36)","(28, 53)","(53, 63)","(69, 53)","(66, 31)",,,,,,,
"(47, 17)","(76, 31)","(76, 54)","(51, 70)","(21, 58)","(25, 30)",,,,,,,
"(160, 129)","(177, 122)","(197, 132)","(197, 146)","(174, 152)","(160, 142)",,,,,,,
"(159, 124)","(160, 148)","(175, 156)","(200, 150)","(196, 126)","(182, 119)",,,,,,,
"(182, 75)","(192, 87)","(188, 99)","(163, 110)","(151, 97)","(161, 78)",,,,,,,
"(182, 71)","(159, 75)","(144, 95)","(163, 113)","(185, 108)","(195, 90)",,,,,,,
"(47, 23)","(32, 35)","(27, 52)","(53, 63)","(69, 53)","(69, 34)",,,,,,,
"(47, 17)","(76, 31)","(76, 54)","(51, 70)","(20, 57)","(25, 31)",,,,,,,
