"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(23, 21)","(26, 44)","(39, 51)","(64, 47)","(63, 23)","(47, 14)",,,,,,,
"(23, 21)","(26, 44)","(39, 51)","(64, 47)","(63, 23)","(47, 14)",,,,,,,
"(23, 21)","(26, 44)","(39, 51)","(64, 47)","(63, 23)","(47, 14)",,,,,,,
"(23, 21)","(23, 40)","(47, 51)","(65, 45)","(63, 23)","(47, 14)",,,,,,,
"(23, 21)","(23, 40)","(47, 51)","(65, 45)","(63, 23)","(47, 14)",,,,,,,
"(23, 21)","(23, 40)","(47, 51)","(65, 45)","(63, 23)","(47, 14)",,,,,,,
"(25, 19)","(26, 44)","(39, 51)","(64, 47)","(63, 23)","(47, 15)",,,,,,,
"(25, 19)","(26, 44)","(39, 51)","(64, 47)","(63, 23)","(47, 15)",,,,,,,
"(25, 19)","(26, 44)","(39, 51)","(64, 47)","(63, 23)","(47, 15)",,,,,,,
"(25, 19)","(26, 44)","(39, 51)","(64, 47)","(63, 23)","(47, 15)",,,,,,,
"(25, 19)","(26, 44)","(39, 51)","(64, 47)","(63, 23)","(47, 15)",,,,,,,
,,,,,,2025:01:23_17:33,2025:01:23_17:33,5s,30.0,0.0,0.0,0.0
