"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(17, 16)","(34, 10)","(52, 20)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(52, 20)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(53, 20)","(53, 35)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(16, 17)","(37, 10)","(52, 19)","(53, 35)","(28, 40)","(17, 33)","(34, 25)",,,,,,,
"(16, 17)","(37, 10)","(52, 19)","(53, 35)","(28, 40)","(17, 33)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(48, 16)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(37, 10)","(53, 21)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(37, 10)","(53, 21)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(16, 17)","(37, 10)","(53, 20)","(53, 35)","(28, 40)","(17, 33)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 20)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(16, 17)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(16, 17)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(16, 9)","(17, 37)","(30, 44)","(56, 38)","(53, 15)","(37, 7)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(53, 21)","(53, 35)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(53, 21)","(53, 35)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(16, 18)","(36, 10)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 26)",,,,,,,
"(16, 18)","(36, 10)","(52, 20)","(53, 35)","(28, 40)","(17, 33)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(16, 17)","(37, 10)","(53, 21)","(53, 35)","(28, 40)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(41, 12)","(53, 22)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 22)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(41, 12)","(53, 21)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(53, 35)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(37, 10)","(52, 20)","(53, 35)","(28, 40)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(37, 10)","(52, 20)","(53, 35)","(28, 40)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(53, 21)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(51, 19)","(53, 35)","(34, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(39, 11)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(52, 19)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(53, 35)","(35, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(34, 42)","(16, 30)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(53, 35)","(34, 42)","(16, 30)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(35, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(35, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(52, 20)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(52, 20)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(52, 20)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 20)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(16, 9)","(17, 37)","(30, 44)","(56, 38)","(51, 14)","(37, 7)","(34, 26)",,,,,,,
"(17, 16)","(37, 10)","(50, 17)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(37, 10)","(50, 17)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(37, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 30)","(34, 26)",,,,,,,
"(15, 11)","(17, 37)","(31, 44)","(56, 38)","(53, 15)","(36, 7)","(34, 26)",,,,,,,
"(16, 17)","(36, 10)","(52, 20)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(16, 17)","(36, 10)","(52, 20)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(32, 10)","(53, 21)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(16, 17)","(36, 10)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(16, 17)","(36, 10)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(16, 18)","(37, 10)","(53, 21)","(53, 35)","(28, 40)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(37, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(37, 10)","(52, 19)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(47, 15)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(47, 15)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(52, 19)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(16, 18)","(36, 10)","(53, 21)","(53, 35)","(30, 41)","(16, 31)","(34, 26)",,,,,,,
"(16, 18)","(36, 10)","(53, 21)","(53, 35)","(30, 41)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(37, 10)","(52, 19)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(53, 35)","(34, 42)","(16, 31)","(34, 26)",,,,,,,
"(16, 18)","(37, 10)","(52, 19)","(53, 35)","(28, 40)","(17, 33)","(34, 26)",,,,,,,
"(16, 18)","(37, 10)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(16, 18)","(36, 10)","(52, 20)","(53, 35)","(28, 40)","(17, 33)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(47, 15)","(53, 35)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(53, 20)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 20)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(38, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 22)","(52, 37)","(26, 39)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(37, 10)","(52, 19)","(53, 35)","(33, 42)","(16, 31)","(16, 18)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(35, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(52, 37)","(30, 41)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(53, 35)","(30, 41)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(32, 41)","(19, 35)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(31, 41)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(31, 41)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(52, 20)","(53, 35)","(35, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(52, 20)","(53, 35)","(35, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(52, 20)","(53, 35)","(33, 42)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(53, 35)","(34, 42)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(34, 42)","(19, 35)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(35, 42)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(28, 40)","(16, 30)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(53, 35)","(38, 41)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(37, 10)","(50, 17)","(52, 36)","(38, 41)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(52, 37)","(31, 41)","(19, 35)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(35, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(52, 19)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(48, 16)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(31, 41)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(48, 16)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(16, 18)","(37, 10)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(16, 18)","(37, 10)","(52, 19)","(53, 35)","(28, 40)","(17, 32)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(16, 18)","(39, 11)","(53, 21)","(53, 35)","(28, 40)","(17, 33)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(52, 19)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(51, 18)","(53, 35)","(30, 41)","(17, 33)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(51, 18)","(53, 35)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(53, 20)","(53, 35)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(16, 17)","(34, 10)","(53, 20)","(53, 35)","(28, 40)","(17, 33)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(52, 19)","(53, 36)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(53, 36)","(35, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(37, 10)","(50, 17)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(37, 10)","(52, 19)","(53, 35)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(37, 10)","(52, 19)","(53, 35)","(26, 39)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(37, 10)","(52, 19)","(53, 35)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(34, 10)","(53, 21)","(52, 37)","(26, 39)","(16, 30)","(34, 25)",,,,,,,
"(17, 16)","(41, 12)","(53, 21)","(53, 35)","(33, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(41, 12)","(52, 20)","(53, 35)","(34, 42)","(16, 31)","(34, 26)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(28, 40)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(49, 16)","(52, 37)","(26, 39)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(33, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(33, 10)","(53, 21)","(53, 35)","(34, 42)","(16, 31)","(34, 25)",,,,,,,
"(17, 16)","(39, 11)","(53, 21)","(53, 35)","(36, 42)","(21, 36)","(34, 26)",,,,,,,
"(17, 16)","(41, 12)","(53, 21)","(53, 35)","(36, 42)","(21, 36)","(34, 25)",,,,,,,
"(14, 14)","(17, 37)","(30, 44)","(56, 38)","(52, 15)","(37, 7)","(34, 26)",,,,,,,
"(14, 13)","(17, 37)","(30, 44)","(56, 38)","(52, 15)","(37, 7)","(34, 26)",,,,,,,
"(17, 16)","(34, 10)","(48, 16)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
"(17, 16)","(36, 10)","(50, 17)","(52, 37)","(33, 42)","(19, 35)","(34, 26)",,,,,,,
