"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(42, 25)","(57, 20)","(73, 25)","(78, 44)","(63, 50)","(41, 40)",2025:01:24_03:29,2025:01:24_03:29,7s,1.0,0.0,0.0,0.0
"(42, 25)","(57, 20)","(73, 25)","(78, 44)","(62, 50)","(41, 40)",,,,,,,
"(39, 23)","(42, 46)","(56, 54)","(81, 47)","(78, 24)","(62, 16)",,,,,,,
"(39, 22)","(42, 46)","(56, 54)","(80, 49)","(78, 24)","(62, 16)",,,,,,,
"(42, 25)","(58, 19)","(71, 24)","(78, 44)","(59, 51)","(41, 39)",,,,,,,
"(42, 25)","(58, 19)","(71, 24)","(78, 44)","(59, 51)","(41, 39)",,,,,,,
"(40, 20)","(42, 46)","(55, 53)","(80, 49)","(78, 24)","(63, 16)",,,,,,,
