"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center
"(33, 33)","(50, 27)","(69, 37)","(69, 52)","(44, 57)","(32, 48)","(50, 42)"
"(33, 33)","(50, 27)","(69, 37)","(69, 52)","(44, 57)","(32, 48)","(50, 42)"
"(32, 35)","(54, 27)","(69, 37)","(69, 52)","(44, 57)","(32, 48)","(50, 42)"
"(32, 35)","(54, 27)","(69, 37)","(69, 52)","(45, 57)","(32, 48)","(50, 42)"
"(32, 35)","(56, 28)","(69, 37)","(69, 52)","(44, 57)","(32, 48)","(50, 42)"
"(32, 35)","(53, 27)","(69, 37)","(69, 52)","(44, 57)","(32, 48)","(50, 42)"
