"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(217, 147)","(217, 171)","(232, 179)","(257, 174)","(255, 149)","(238, 141)"
"(106, 39)","(134, 55)","(133, 78)","(108, 93)","(79, 81)","(84, 53)"
"(217, 147)","(217, 171)","(232, 179)","(257, 174)","(255, 149)","(240, 142)"
"(106, 46)","(90, 57)","(86, 76)","(109, 86)","(128, 72)","(125, 55)"
"(106, 36)","(79, 52)","(76, 85)","(110, 96)","(136, 83)","(138, 53)"
"(219, 152)","(234, 146)","(252, 152)","(254, 170)","(239, 175)","(223, 170)"
"(217, 147)","(217, 171)","(232, 179)","(257, 174)","(255, 149)","(240, 142)"
"(108, 45)","(91, 56)","(86, 76)","(110, 86)","(128, 72)","(125, 55)"
"(105, 37)","(78, 53)","(76, 84)","(110, 96)","(136, 83)","(137, 52)"
"(219, 152)","(233, 146)","(252, 152)","(254, 170)","(239, 175)","(223, 170)"
"(217, 147)","(217, 171)","(232, 179)","(257, 174)","(255, 149)","(240, 142)"
"(106, 49)","(124, 59)","(123, 74)","(110, 82)","(89, 73)","(95, 57)"
"(108, 45)","(90, 57)","(86, 76)","(110, 86)","(128, 72)","(125, 55)"
"(219, 152)","(233, 146)","(252, 152)","(254, 170)","(239, 175)","(223, 170)"
"(217, 147)","(217, 171)","(232, 179)","(257, 174)","(255, 149)","(240, 142)"
"(237, 97)","(249, 115)","(238, 129)","(221, 133)","(210, 121)","(220, 101)"
"(106, 49)","(121, 56)","(123, 75)","(110, 82)","(89, 73)","(95, 56)"
"(108, 45)","(90, 57)","(86, 76)","(110, 86)","(128, 72)","(125, 55)"
"(106, 39)","(133, 54)","(131, 81)","(108, 93)","(79, 81)","(83, 55)"
"(217, 147)","(217, 171)","(232, 179)","(257, 174)","(255, 149)","(240, 142)"
"(237, 97)","(249, 115)","(238, 129)","(221, 133)","(210, 121)","(220, 101)"
"(107, 49)","(122, 56)","(124, 73)","(110, 82)","(89, 74)","(95, 57)"
"(108, 45)","(90, 57)","(86, 76)","(110, 86)","(128, 72)","(125, 55)"
"(106, 39)","(134, 55)","(132, 80)","(108, 93)","(79, 81)","(83, 55)"
"(220, 151)","(240, 146)","(252, 152)","(253, 171)","(234, 175)","(218, 165)"
"(217, 147)","(217, 171)","(232, 179)","(258, 172)","(255, 149)","(240, 142)"
"(237, 97)","(249, 115)","(241, 127)","(222, 134)","(210, 121)","(220, 101)"
"(108, 45)","(90, 57)","(86, 76)","(110, 86)","(128, 72)","(125, 55)"
"(106, 39)","(133, 54)","(131, 81)","(108, 93)","(79, 81)","(82, 56)"
"(104, 37)","(79, 51)","(75, 85)","(110, 96)","(136, 84)","(138, 52)"
"(220, 151)","(240, 146)","(252, 152)","(253, 171)","(234, 175)","(218, 165)"
"(217, 147)","(217, 171)","(232, 179)","(258, 172)","(255, 149)","(240, 142)"
"(237, 97)","(249, 115)","(241, 127)","(222, 134)","(210, 121)","(220, 101)"
"(105, 50)","(123, 57)","(124, 73)","(109, 83)","(89, 74)","(94, 57)"
"(106, 39)","(132, 53)","(131, 81)","(108, 93)","(79, 81)","(83, 54)"
"(104, 37)","(79, 51)","(76, 86)","(108, 97)","(136, 84)","(138, 53)"
"(220, 151)","(240, 146)","(252, 152)","(253, 171)","(234, 175)","(218, 165)"
"(217, 147)","(217, 171)","(232, 179)","(258, 172)","(255, 149)","(240, 142)"
"(237, 97)","(249, 115)","(241, 127)","(222, 134)","(210, 121)","(220, 101)"
"(106, 49)","(123, 57)","(124, 73)","(111, 82)","(89, 74)","(94, 57)"
"(108, 45)","(90, 57)","(86, 76)","(110, 86)","(128, 72)","(125, 55)"
"(106, 39)","(132, 53)","(131, 81)","(108, 93)","(79, 81)","(83, 54)"
"(220, 151)","(236, 145)","(252, 152)","(254, 169)","(239, 175)","(218, 165)"
"(217, 147)","(217, 171)","(232, 179)","(257, 174)","(255, 149)","(238, 141)"
"(237, 97)","(249, 115)","(241, 127)","(222, 134)","(210, 121)","(220, 101)"
"(105, 50)","(123, 57)","(124, 74)","(109, 83)","(89, 74)","(94, 58)"
