"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(40, 32)","(41, 56)","(56, 64)","(81, 57)","(77, 34)","(63, 27)"
"(40, 32)","(41, 56)","(56, 64)","(81, 57)","(77, 34)","(63, 27)"
"(42, 36)","(62, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(40, 32)","(41, 56)","(56, 64)","(81, 57)","(77, 34)","(63, 27)"
"(42, 36)","(62, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(40, 32)","(41, 56)","(56, 64)","(81, 57)","(77, 34)","(63, 27)"
"(40, 32)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 32)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 32)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 32)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 32)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 32)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 32)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(62, 27)"
"(40, 32)","(41, 56)","(56, 64)","(80, 59)","(78, 35)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(78, 35)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(78, 35)","(63, 27)"
"(40, 31)","(42, 57)","(56, 64)","(80, 59)","(77, 34)","(62, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(78, 35)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(79, 61)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(55, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(55, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(79, 61)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(55, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(79, 61)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(79, 61)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(79, 61)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(79, 61)","(77, 34)","(63, 27)"
"(40, 31)","(41, 56)","(56, 64)","(79, 61)","(77, 34)","(63, 27)"
"(40, 31)","(42, 57)","(55, 64)","(79, 61)","(77, 34)","(59, 26)"
"(42, 36)","(63, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(42, 36)","(63, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(42, 36)","(63, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(42, 36)","(63, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(42, 36)","(63, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(42, 36)","(63, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(39, 33)","(42, 57)","(56, 64)","(81, 58)","(77, 34)","(59, 26)"
"(42, 36)","(63, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(39, 33)","(42, 57)","(56, 64)","(81, 58)","(77, 34)","(59, 26)"
"(42, 36)","(63, 30)","(77, 39)","(78, 54)","(55, 60)","(42, 52)"
"(39, 33)","(42, 57)","(56, 64)","(81, 58)","(77, 34)","(59, 26)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(59, 61)","(41, 50)"
"(39, 33)","(42, 57)","(56, 64)","(81, 58)","(77, 34)","(59, 26)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(59, 61)","(41, 50)"
"(39, 33)","(42, 57)","(56, 64)","(81, 58)","(77, 34)","(63, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(59, 61)","(41, 50)"
"(39, 33)","(42, 57)","(56, 64)","(81, 58)","(77, 34)","(63, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(79, 61)","(79, 35)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(79, 61)","(79, 35)","(63, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(82, 58)","(77, 34)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(82, 58)","(77, 34)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(82, 58)","(77, 34)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(82, 58)","(77, 34)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(82, 58)","(77, 34)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(82, 58)","(77, 34)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(82, 58)","(77, 34)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(79, 61)","(80, 36)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(79, 61)","(80, 36)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(79, 61)","(80, 36)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(79, 61)","(80, 36)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(79, 61)","(80, 36)","(63, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(40, 56)","(56, 64)","(79, 61)","(80, 36)","(63, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 30)","(40, 56)","(56, 64)","(80, 59)","(80, 36)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 30)","(40, 56)","(56, 64)","(80, 59)","(80, 36)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 30)","(40, 56)","(56, 64)","(80, 59)","(80, 36)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 30)","(40, 56)","(56, 64)","(80, 59)","(80, 36)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 30)","(40, 56)","(56, 64)","(80, 59)","(78, 35)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 30)","(40, 56)","(56, 64)","(80, 59)","(78, 34)","(62, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(41, 56)","(56, 64)","(81, 57)","(77, 34)","(63, 27)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(42, 36)","(58, 30)","(74, 36)","(77, 56)","(58, 61)","(44, 54)"
"(40, 31)","(41, 56)","(56, 64)","(80, 59)","(78, 34)","(62, 27)"
