"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(395, 198)","(370, 186)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(390, 192)","(370, 186)"
"(216, 96)","(214, 131)","(244, 142)","(275, 133)","(271, 93)","(242, 80)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(388, 191)","(370, 186)"
"(215, 96)","(214, 131)","(244, 142)","(275, 133)","(271, 93)","(241, 80)"
"(357, 195)","(373, 189)","(387, 195)","(392, 213)","(377, 219)","(355, 209)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(395, 198)","(370, 186)"
"(357, 195)","(373, 189)","(387, 195)","(392, 213)","(377, 219)","(355, 209)"
"(353, 193)","(354, 215)","(370, 223)","(394, 218)","(395, 198)","(370, 186)"
"(357, 195)","(373, 189)","(387, 195)","(392, 213)","(377, 219)","(355, 209)"
"(353, 193)","(354, 215)","(370, 223)","(394, 218)","(395, 198)","(370, 186)"
"(216, 95)","(214, 131)","(245, 142)","(275, 134)","(271, 93)","(243, 80)"
"(357, 195)","(370, 190)","(387, 195)","(392, 213)","(376, 219)","(355, 209)"
"(357, 195)","(370, 190)","(387, 195)","(392, 213)","(376, 219)","(355, 209)"
"(247, 81)","(271, 100)","(270, 123)","(241, 137)","(217, 127)","(218, 104)"
"(215, 96)","(214, 131)","(245, 142)","(275, 134)","(271, 93)","(242, 80)"
"(242, 90)","(226, 102)","(223, 119)","(247, 130)","(264, 119)","(263, 100)"
"(241, 90)","(226, 103)","(223, 120)","(247, 130)","(263, 120)","(261, 99)"
"(243, 93)","(260, 102)","(261, 115)","(247, 126)","(226, 117)","(231, 100)"
"(243, 93)","(260, 102)","(260, 117)","(247, 126)","(226, 118)","(231, 100)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(395, 198)","(370, 186)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(395, 198)","(370, 186)"
"(242, 90)","(226, 103)","(223, 119)","(247, 130)","(263, 120)","(262, 99)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(371, 219)","(358, 213)"
"(376, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(371, 219)","(358, 213)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(375, 185)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(370, 219)","(358, 213)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(244, 93)","(260, 104)","(259, 118)","(247, 126)","(227, 119)","(229, 106)"
"(245, 90)","(226, 103)","(223, 117)","(243, 130)","(264, 117)","(263, 100)"
"(240, 81)","(216, 96)","(213, 129)","(245, 142)","(274, 126)","(277, 96)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(371, 219)","(358, 213)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(243, 90)","(226, 103)","(222, 120)","(249, 129)","(264, 118)","(263, 100)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(371, 219)","(358, 213)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(371, 219)","(358, 213)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(240, 81)","(215, 97)","(212, 129)","(245, 142)","(274, 126)","(281, 96)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(371, 219)","(358, 213)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(242, 80)","(215, 97)","(212, 129)","(244, 144)","(274, 126)","(275, 96)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(371, 219)","(358, 213)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(242, 80)","(215, 98)","(212, 130)","(246, 142)","(274, 126)","(275, 96)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(371, 219)","(358, 213)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(356, 196)","(373, 189)","(386, 194)","(390, 215)","(371, 219)","(358, 213)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(242, 80)","(215, 98)","(212, 130)","(247, 141)","(274, 126)","(275, 96)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(249, 83)","(269, 97)","(269, 123)","(246, 137)","(218, 128)","(216, 103)"
"(242, 80)","(218, 94)","(214, 131)","(246, 141)","(274, 126)","(275, 96)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(242, 80)","(218, 94)","(214, 131)","(246, 141)","(274, 126)","(275, 96)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(246, 82)","(270, 98)","(271, 120)","(242, 137)","(216, 125)","(216, 103)"
"(242, 80)","(216, 96)","(214, 131)","(246, 141)","(274, 126)","(275, 96)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(393, 195)"
"(246, 82)","(270, 98)","(271, 120)","(242, 137)","(216, 123)","(220, 99)"
"(242, 80)","(216, 96)","(214, 131)","(246, 141)","(274, 126)","(275, 96)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(392, 193)"
"(356, 196)","(373, 189)","(389, 196)","(390, 215)","(371, 219)","(358, 213)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(390, 192)","(370, 186)"
"(248, 83)","(270, 98)","(271, 120)","(242, 137)","(216, 125)","(225, 94)"
"(241, 80)","(216, 96)","(212, 129)","(245, 142)","(274, 126)","(275, 96)"
"(356, 196)","(373, 189)","(389, 196)","(390, 215)","(371, 219)","(358, 213)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(390, 192)","(370, 186)"
"(241, 84)","(271, 100)","(270, 122)","(245, 137)","(216, 125)","(220, 99)"
"(242, 80)","(216, 96)","(212, 129)","(245, 142)","(274, 126)","(275, 96)"
"(356, 196)","(373, 189)","(389, 196)","(390, 215)","(371, 219)","(358, 213)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(390, 192)","(370, 186)"
"(356, 196)","(373, 189)","(389, 196)","(390, 215)","(371, 219)","(358, 213)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(390, 192)","(370, 186)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(390, 192)","(370, 186)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(252, 84)","(271, 100)","(270, 122)","(245, 137)","(220, 129)","(220, 99)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(252, 84)","(271, 100)","(270, 122)","(245, 137)","(220, 129)","(220, 99)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(392, 193)"
"(242, 90)","(226, 103)","(222, 120)","(249, 129)","(264, 118)","(263, 100)"
"(354, 191)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(354, 192)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(354, 192)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(354, 192)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(354, 192)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(354, 192)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(354, 192)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(354, 192)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(377, 186)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(392, 193)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(392, 193)"
"(353, 193)","(354, 215)","(369, 223)","(394, 218)","(392, 193)","(375, 185)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(392, 193)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(392, 193)"
"(243, 90)","(226, 103)","(223, 119)","(248, 129)","(263, 120)","(264, 103)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(392, 193)"
"(375, 185)","(356, 190)","(353, 214)","(369, 223)","(395, 216)","(392, 193)"
"(242, 80)","(214, 98)","(212, 129)","(244, 142)","(274, 125)","(274, 95)"
