"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(186, 138)","(187, 162)","(202, 170)","(226, 165)","(225, 141)","(208, 132)"
"(186, 138)","(187, 162)","(202, 170)","(226, 165)","(225, 141)","(208, 132)"
"(186, 138)","(187, 162)","(202, 170)","(226, 165)","(225, 141)","(208, 132)"
"(186, 138)","(187, 162)","(202, 170)","(226, 165)","(225, 141)","(208, 132)"
"(186, 138)","(187, 162)","(202, 170)","(226, 165)","(225, 141)","(208, 132)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(209, 86)","(188, 88)","(175, 112)","(190, 128)","(212, 122)","(220, 110)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(209, 86)","(188, 88)","(175, 112)","(190, 128)","(212, 122)","(220, 110)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(209, 86)","(188, 88)","(175, 112)","(190, 128)","(212, 122)","(220, 110)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(209, 86)","(188, 88)","(175, 112)","(190, 128)","(212, 122)","(222, 100)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(209, 86)","(188, 88)","(175, 112)","(190, 128)","(212, 122)","(220, 110)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(208, 85)","(186, 89)","(174, 109)","(190, 128)","(212, 122)","(222, 100)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(208, 85)","(186, 89)","(174, 109)","(190, 128)","(212, 122)","(222, 100)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(208, 85)","(186, 89)","(175, 108)","(190, 128)","(212, 122)","(222, 100)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(208, 85)","(186, 89)","(175, 108)","(190, 128)","(212, 122)","(222, 100)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(208, 85)","(186, 89)","(174, 109)","(190, 128)","(212, 122)","(222, 100)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(208, 85)","(186, 89)","(175, 108)","(190, 128)","(212, 122)","(222, 100)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(208, 85)","(186, 89)","(174, 109)","(190, 128)","(212, 122)","(222, 100)"
"(186, 138)","(186, 162)","(202, 170)","(226, 165)","(224, 140)","(208, 132)"
"(208, 85)","(186, 89)","(174, 109)","(190, 128)","(212, 122)","(222, 100)"
"(185, 140)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(185, 140)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(207, 88)","(219, 110)","(208, 122)","(192, 125)","(177, 111)","(189, 91)"
"(209, 86)","(186, 89)","(175, 107)","(190, 128)","(212, 122)","(221, 99)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(207, 88)","(219, 110)","(208, 122)","(192, 125)","(177, 111)","(189, 91)"
"(209, 86)","(186, 89)","(175, 107)","(190, 128)","(212, 122)","(221, 99)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(207, 88)","(219, 110)","(208, 122)","(192, 125)","(177, 111)","(189, 91)"
"(209, 86)","(186, 89)","(175, 107)","(190, 128)","(212, 122)","(221, 99)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(207, 88)","(219, 110)","(208, 122)","(192, 125)","(177, 111)","(189, 91)"
"(209, 86)","(186, 89)","(175, 107)","(190, 128)","(216, 117)","(221, 99)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(207, 88)","(218, 100)","(208, 122)","(192, 125)","(177, 111)","(189, 91)"
"(209, 86)","(186, 89)","(175, 107)","(190, 128)","(216, 117)","(221, 99)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(209, 86)","(186, 89)","(176, 106)","(190, 128)","(212, 122)","(221, 108)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(209, 86)","(186, 89)","(176, 106)","(190, 128)","(212, 122)","(221, 108)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(209, 86)","(186, 89)","(174, 110)","(190, 128)","(212, 122)","(221, 108)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(209, 86)","(186, 89)","(174, 110)","(190, 128)","(212, 122)","(221, 108)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(209, 86)","(186, 89)","(174, 110)","(190, 128)","(212, 122)","(221, 108)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(209, 86)","(186, 89)","(174, 110)","(190, 128)","(212, 122)","(221, 108)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(209, 86)","(186, 89)","(175, 107)","(190, 128)","(212, 122)","(221, 108)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(205, 132)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(207, 88)","(221, 106)","(214, 118)","(191, 125)","(177, 110)","(187, 93)"
"(207, 88)","(221, 106)","(214, 118)","(191, 125)","(177, 110)","(187, 93)"
"(208, 85)","(187, 88)","(175, 107)","(191, 129)","(213, 121)","(221, 107)"
"(208, 85)","(187, 88)","(175, 107)","(191, 129)","(212, 122)","(221, 107)"
"(208, 132)","(184, 145)","(186, 162)","(201, 170)","(227, 163)","(226, 142)"
"(208, 132)","(184, 145)","(186, 162)","(201, 170)","(227, 163)","(226, 142)"
"(208, 132)","(184, 145)","(186, 162)","(201, 170)","(227, 163)","(226, 142)"
"(208, 132)","(184, 145)","(186, 162)","(201, 170)","(227, 163)","(226, 142)"
"(208, 132)","(184, 145)","(186, 162)","(201, 170)","(227, 163)","(226, 142)"
"(208, 132)","(184, 145)","(186, 162)","(201, 170)","(227, 163)","(226, 142)"
"(208, 132)","(184, 145)","(186, 162)","(201, 170)","(227, 163)","(226, 142)"
"(208, 132)","(184, 145)","(186, 162)","(201, 170)","(227, 163)","(226, 142)"
"(208, 132)","(184, 145)","(186, 162)","(201, 170)","(227, 163)","(226, 142)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(208, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(186, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(208, 85)","(185, 90)","(174, 108)","(190, 128)","(212, 122)","(221, 107)"
"(208, 85)","(187, 88)","(174, 108)","(190, 128)","(212, 122)","(221, 107)"
"(208, 85)","(187, 88)","(174, 108)","(190, 128)","(212, 122)","(221, 107)"
"(208, 85)","(185, 90)","(174, 108)","(190, 128)","(212, 122)","(221, 107)"
"(207, 88)","(220, 107)","(210, 119)","(191, 125)","(178, 112)","(187, 93)"
"(208, 85)","(187, 88)","(174, 108)","(190, 128)","(212, 122)","(221, 107)"
"(207, 88)","(220, 107)","(210, 119)","(191, 125)","(177, 111)","(187, 93)"
"(188, 142)","(205, 136)","(218, 141)","(223, 162)","(204, 167)","(191, 161)"
"(207, 88)","(220, 107)","(210, 119)","(191, 125)","(177, 111)","(187, 93)"
"(188, 142)","(205, 136)","(218, 141)","(223, 162)","(204, 167)","(191, 161)"
"(188, 142)","(205, 136)","(218, 141)","(223, 162)","(204, 167)","(191, 161)"
"(188, 142)","(205, 136)","(218, 141)","(223, 162)","(204, 167)","(191, 161)"
"(188, 142)","(205, 136)","(220, 142)","(223, 162)","(204, 167)","(191, 161)"
"(186, 138)","(187, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(188, 142)","(205, 136)","(220, 142)","(223, 162)","(204, 167)","(191, 161)"
"(186, 138)","(187, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(187, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(186, 138)","(187, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
"(189, 141)","(208, 136)","(220, 142)","(223, 162)","(204, 167)","(187, 156)"
"(186, 138)","(187, 162)","(201, 170)","(226, 165)","(224, 140)","(209, 133)"
