"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(55, 31)","(76, 25)","(91, 35)","(91, 50)","(73, 56)","(57, 50)"
"(55, 31)","(76, 25)","(91, 35)","(91, 50)","(73, 56)","(57, 50)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(55, 31)","(76, 25)","(91, 35)","(91, 50)","(73, 56)","(57, 50)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(55, 31)","(76, 25)","(91, 35)","(91, 50)","(73, 56)","(57, 50)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(55, 31)","(76, 25)","(91, 35)","(91, 50)","(73, 56)","(57, 50)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(93, 53)","(90, 29)","(75, 22)"
"(55, 31)","(76, 25)","(91, 35)","(91, 50)","(73, 56)","(57, 50)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(93, 53)","(90, 29)","(75, 22)"
"(52, 28)","(57, 53)","(70, 59)","(92, 54)","(92, 30)","(75, 22)"
"(55, 31)","(76, 25)","(91, 35)","(91, 50)","(73, 56)","(57, 50)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(93, 53)","(90, 29)","(75, 22)"
"(52, 28)","(57, 53)","(70, 59)","(92, 54)","(92, 30)","(75, 22)"
"(55, 31)","(78, 26)","(90, 34)","(91, 50)","(74, 56)","(54, 46)"
"(55, 31)","(76, 25)","(91, 35)","(91, 50)","(73, 56)","(57, 50)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(52, 28)","(54, 51)","(70, 59)","(93, 53)","(90, 29)","(75, 22)"
"(52, 28)","(57, 53)","(70, 59)","(92, 54)","(92, 30)","(75, 22)"
"(55, 31)","(78, 26)","(90, 34)","(91, 50)","(74, 56)","(54, 46)"
"(52, 28)","(54, 51)","(70, 59)","(92, 54)","(90, 29)","(75, 22)"
"(55, 31)","(76, 25)","(91, 35)","(91, 50)","(73, 56)","(57, 50)"
