"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(29, 23)","(51, 16)","(65, 24)","(66, 40)","(45, 47)","(29, 38)"
"(29, 23)","(51, 16)","(65, 24)","(66, 40)","(45, 47)","(29, 38)"
"(28, 15)","(29, 42)","(44, 50)","(69, 44)","(66, 21)","(50, 13)"
"(29, 23)","(51, 16)","(65, 24)","(66, 40)","(45, 47)","(29, 38)"
"(28, 15)","(29, 42)","(44, 50)","(69, 44)","(66, 21)","(50, 13)"
"(29, 23)","(51, 16)","(65, 24)","(66, 40)","(45, 47)","(29, 38)"
"(29, 23)","(51, 16)","(65, 24)","(66, 40)","(45, 47)","(29, 38)"
"(28, 15)","(29, 42)","(44, 50)","(69, 44)","(66, 21)","(50, 13)"
"(29, 23)","(51, 16)","(65, 24)","(66, 40)","(45, 47)","(29, 38)"
"(28, 15)","(29, 42)","(44, 50)","(69, 44)","(66, 21)","(50, 13)"
